hostname,keypath,type,valuename,username,path,text
NB788FJD,Classes\CLSID\{4F8C7A2C-C891-400C-B4D7-A04D08CEF024}\InProcServer32,REG_SZ,,BUILTIN\Administrators,HKEY_LOCAL_MACHINE\Software\Classes\CLSID\{4F8C7A2C-C891-400C-B4D7-A04D08CEF024}\InProcServer32\,c:\PROGRA~1\COMMON~1\mcafee\platform\alertmgr.dll
NB788FJD,Classes\CLSID\{88d96a0e-f192-11d4-a65f-0040963251e5}\InProcServer32,REG_EXPAND_SZ,,NT AUTHORITY\SYSTEM,HKEY_LOCAL_MACHINE\Software\Classes\CLSID\{88d96a0e-f192-11d4-a65f-0040963251e5}\InProcServer32\,%SystemRoot%\System32\msxml6.dll
NB788FJD,Classes\CLSID\{EEC5DCCA-05DC-4B46-8AF7-2881C1635AEA}\InProcServer32,REG_SZ,,NT AUTHORITY\SYSTEM,HKEY_LOCAL_MACHINE\Software\Classes\CLSID\{EEC5DCCA-05DC-4B46-8AF7-2881C1635AEA}\InProcServer32\,C:\Windows\System32\mscoree.dll
NB788FJD,Classes\CLSID\{784215B4-0D2E-11D3-920A-00C0DF10D434}\InProcServer32,REG_SZ,,NT AUTHORITY\SYSTEM,HKEY_LOCAL_MACHINE\Software\Classes\CLSID\{784215B4-0D2E-11D3-920A-00C0DF10D434}\InProcServer32\,C:\Windows\System32\qedit.dll
NB788FJD,CurrentControlSet\Services\AppIDSvc\Parameters\,REG_EXPAND_SZ,ServiceDll,NT AUTHORITY\SYSTEM,HKEY_LOCAL_MACHINE\SYSTEM\CurrentControlSet\Services\AppIDSvc\Parameters\ServiceDll,%SystemRoot%\System32\appidsvc.dll
NB788FJD,Classes\CLSID\{C9A14CDA-C339-460B-9078-D4DEBCFABE91}\InProcServer32,REG_EXPAND_SZ,,NT AUTHORITY\SYSTEM,HKEY_LOCAL_MACHINE\Software\Classes\CLSID\{C9A14CDA-C339-460B-9078-D4DEBCFABE91}\InProcServer32\,%SystemRoot%\system32\windowscodecs.dll
NB788FJD,Classes\CLSID\{5210f8e4-b0bb-47c3-a8d9-7b2282cc79ed}\InProcServer32,REG_SZ,,NT AUTHORITY\SYSTEM,HKEY_LOCAL_MACHINE\Software\Classes\CLSID\{5210f8e4-b0bb-47c3-a8d9-7b2282cc79ed}\InProcServer32\,C:\Windows\System32\WMADMOD.DLL
NB788FJD,Classes\CLSID\{C0E13E61-0CC6-11d1-BBB6-0060978B2AE6}\InProcServer32,REG_EXPAND_SZ,,NT AUTHORITY\SYSTEM,HKEY_LOCAL_MACHINE\Software\Classes\CLSID\{C0E13E61-0CC6-11d1-BBB6-0060978B2AE6}\InProcServer32\,%SystemRoot%\System32\DATACLEN.DLL
NB788FJD,Classes\CLSID\{347CBD95-DD80-4144-81AF-AE803E633A00}\InProcServer32,REG_EXPAND_SZ,,NT AUTHORITY\SYSTEM,HKEY_LOCAL_MACHINE\Software\Classes\CLSID\{347CBD95-DD80-4144-81AF-AE803E633A00}\InProcServer32\,%SystemRoot%\System32\DXPPS.dll
NB788FJD,Classes\CLSID\{96236A71-9DBC-11DA-9E3F-0011114AE311}\InProcServer32,REG_EXPAND_SZ,,NT AUTHORITY\SYSTEM,HKEY_LOCAL_MACHINE\Software\Classes\CLSID\{96236A71-9DBC-11DA-9E3F-0011114AE311}\InProcServer32\,%SystemRoot%\system32\msrdc.dll
NB788FJD,Classes\CLSID\{DFBBDBF8-18DE-49b8-83DC-EBC727C62D94}\InProcServer32,REG_EXPAND_SZ,,NT AUTHORITY\SYSTEM,HKEY_LOCAL_MACHINE\Software\Classes\CLSID\{DFBBDBF8-18DE-49b8-83DC-EBC727C62D94}\InProcServer32\,%SystemRoot%\System32\AuxiliaryDisplayApi.dll
NB788FJD,Classes\CLSID\{76AE5F57-B7C9-421f-B55E-FB25144317B6}\InProcServer32,REG_EXPAND_SZ,,NT AUTHORITY\SYSTEM,HKEY_LOCAL_MACHINE\Software\Classes\CLSID\{76AE5F57-B7C9-421f-B55E-FB25144317B6}\InProcServer32\,%SystemRoot%\System32\SensorsCpl.dll
NB788FJD,Classes\CLSID\{ed6ae9cf-ad35-46b7-ac30-3f8b9eb5349f}\InProcServer32,REG_EXPAND_SZ,,NT AUTHORITY\SYSTEM,HKEY_LOCAL_MACHINE\Software\Classes\CLSID\{ed6ae9cf-ad35-46b7-ac30-3f8b9eb5349f}\InProcServer32\,%SystemRoot%\system32\shell32.dll
NB788FJD,Classes\CLSID\{66275315-bfa5-451b-88b6-e56ebc8d9b58}\InProcServer32,REG_EXPAND_SZ,,NT AUTHORITY\SYSTEM,HKEY_LOCAL_MACHINE\Software\Classes\CLSID\{66275315-bfa5-451b-88b6-e56ebc8d9b58}\InProcServer32\,%SystemRoot%\system32\shell32.dll
NB788FJD,Classes\CLSID\{C2DAE44D-C850-425c-B466-D8CBC1469F5D}\InProcServer32,REG_EXPAND_SZ,,NT AUTHORITY\SYSTEM,HKEY_LOCAL_MACHINE\Software\Classes\CLSID\{C2DAE44D-C850-425c-B466-D8CBC1469F5D}\InProcServer32\,%SystemRoot%\system32\PortableDeviceStatus.dll
NB788FJD,CurrentControlSet\Services\PEFService\,REG_EXPAND_SZ,ImagePath,BUILTIN\Administrators,HKEY_LOCAL_MACHINE\SYSTEM\CurrentControlSet\Services\PEFService\ImagePath,"""C:\Program Files\Common Files\McAfee\PEF\CORE\PEFService.exe"""
NB788FJD,Wow6432Node\Classes\CLSID\{98455561-5136-4d28-AB08-4CEE40EA2781}\InProcServer32,REG_SZ,,NT AUTHORITY\SYSTEM,HKEY_LOCAL_MACHINE\Software\Wow6432Node\Classes\CLSID\{98455561-5136-4d28-AB08-4CEE40EA2781}\InProcServer32\,C:\Windows\SysWOW64\evr.dll
NB788FJD,Classes\CLSID\{4753da60-5b71-11cf-b035-00aa006e0975}\InProcServer32,REG_EXPAND_SZ,,NT AUTHORITY\SYSTEM,HKEY_LOCAL_MACHINE\Software\Classes\CLSID\{4753da60-5b71-11cf-b035-00aa006e0975}\InProcServer32\,%SystemRoot%\system32\activeds.dll
NB788FJD,Classes\CLSID\{EC529B00-1A1F-11D1-BAD9-00609744111A}\InProcServer32,REG_SZ,,NT AUTHORITY\SYSTEM,HKEY_LOCAL_MACHINE\Software\Classes\CLSID\{EC529B00-1A1F-11D1-BAD9-00609744111A}\InProcServer32\,C:\Windows\system32\ksproxy.ax
NB788FJD,Classes\CLSID\{AF2AC6EE-2B16-4756-9475-F319E543EFAA}\InProcServer32,REG_EXPAND_SZ,,NT AUTHORITY\SYSTEM,HKEY_LOCAL_MACHINE\Software\Classes\CLSID\{AF2AC6EE-2B16-4756-9475-F319E543EFAA}\InProcServer32\,%SystemRoot%\system32\upnp.dll
NB788FJD,Classes\CLSID\{7071EC31-663B-4bc1-A1FA-B97F3B917C55}\InProcServer32,REG_EXPAND_SZ,,NT AUTHORITY\SYSTEM,HKEY_LOCAL_MACHINE\Software\Classes\CLSID\{7071EC31-663B-4bc1-A1FA-B97F3B917C55}\InProcServer32\,%SystemRoot%\system32\connect.dll
NB788FJD,Classes\CLSID\{17fb3711-de14-477f-8b81-32a9c11a6938}\InProcServer32,REG_EXPAND_SZ,,NT AUTHORITY\SYSTEM,HKEY_LOCAL_MACHINE\Software\Classes\CLSID\{17fb3711-de14-477f-8b81-32a9c11a6938}\InProcServer32\,%SystemRoot%\system32\ime\shared\imjkapi.dll
NB788FJD,Classes\CLSID\{7AD84985-87B4-4a16-BE58-8B72A5B390F7}\InProcServer32,REG_EXPAND_SZ,,NT AUTHORITY\SYSTEM,HKEY_LOCAL_MACHINE\Software\Classes\CLSID\{7AD84985-87B4-4a16-BE58-8B72A5B390F7}\InProcServer32\,%PROGRAMFILES%\Windows Media Player\wmpnssui.dll
NB788FJD,Classes\CLSID\{C3A61ACF-9BE4-4e35-9A76-810AF62191E6}\InProcServer32,REG_SZ,,NT AUTHORITY\SYSTEM,HKEY_LOCAL_MACHINE\Software\Classes\CLSID\{C3A61ACF-9BE4-4e35-9A76-810AF62191E6}\InProcServer32\,C:\Windows\ehome\mcplayer.dll
NB788FJD,Classes\CLSID\{58221C69-EA27-11CF-ADCF-00AA00A80033}\InProcServer32,REG_EXPAND_SZ,,NT AUTHORITY\SYSTEM,HKEY_LOCAL_MACHINE\Software\Classes\CLSID\{58221C69-EA27-11CF-ADCF-00AA00A80033}\InProcServer32\,%SystemRoot%\system32\filemgmt.dll
NB788FJD,Classes\CLSID\{52CFFDFE-A115-4164-AFB1-EAD719C52C15}\InProcServer32,REG_EXPAND_SZ,,NT AUTHORITY\SYSTEM,HKEY_LOCAL_MACHINE\Software\Classes\CLSID\{52CFFDFE-A115-4164-AFB1-EAD719C52C15}\InProcServer32\,%SystemRoot%\system32\biocpl.dll
NB788FJD,Classes\CLSID\{7A0CC021-2939-4379-AA82-12AECC3538F6}\InProcServer32,REG_EXPAND_SZ,,NT AUTHORITY\SYSTEM,HKEY_LOCAL_MACHINE\Software\Classes\CLSID\{7A0CC021-2939-4379-AA82-12AECC3538F6}\InProcServer32\,%SystemRoot%\system32\inetcomm.dll
NB788FJD,Classes\CLSID\{7EB483B0-414C-4B45-A46C-CF4620531F8F}\InProcServer32,REG_SZ,,BUILTIN\Administrators,HKEY_LOCAL_MACHINE\Software\Classes\CLSID\{7EB483B0-414C-4B45-A46C-CF4620531F8F}\InProcServer32\,c:\PROGRA~1\mcafee\mps\mpscfg.dll
NB788FJD,Classes\CLSID\{16453650-8364-4e9c-B891-1CF822B38F2E}\InProcServer32,REG_SZ,,BUILTIN\Administrators,HKEY_LOCAL_MACHINE\Software\Classes\CLSID\{16453650-8364-4e9c-B891-1CF822B38F2E}\InProcServer32\,C:\PROGRA~1\McAfee\MfeAV\McOdsShm.dll
NB788FJD,Wow6432Node\Classes\CLSID\{4cadfae1-5512-456a-9d65-5b5e7e9ca9a3}\InProcServer32,REG_SZ,,NT AUTHORITY\SYSTEM,HKEY_LOCAL_MACHINE\Software\Wow6432Node\Classes\CLSID\{4cadfae1-5512-456a-9d65-5b5e7e9ca9a3}\InProcServer32\,C:\Windows\SysWOW64\portabledeviceclassextension.dll
NB788FJD,Classes\CLSID\{C9D849E0-FBF6-4C26-B1EC-B5D5B4E3F29D}\InProcServer32,REG_SZ,,NT AUTHORITY\SYSTEM,HKEY_LOCAL_MACHINE\Software\Classes\CLSID\{C9D849E0-FBF6-4C26-B1EC-B5D5B4E3F29D}\InProcServer32\,C:\Windows\System32\msmpeg2enc.dll
NB788FJD,Classes\CLSID\{E57D5731-CD9F-4DC9-A122-60488A1EDD2E}\InProcServer32,REG_SZ,,BUILTIN\Administrators,HKEY_LOCAL_MACHINE\Software\Classes\CLSID\{E57D5731-CD9F-4DC9-A122-60488A1EDD2E}\InProcServer32\,c:\PROGRA~1\mcafee\mat\MCPVIN~1.DLL
NB788FJD,Classes\CLSID\{CC58E280-8AA1-11D1-B3F1-00AA003761C5}\InProcServer32,REG_SZ,,NT AUTHORITY\SYSTEM,HKEY_LOCAL_MACHINE\Software\Classes\CLSID\{CC58E280-8AA1-11D1-B3F1-00AA003761C5}\InProcServer32\,C:\Windows\system32\qcap.dll
NB788FJD,Classes\CLSID\{D707877E-4D9C-11d2-8784-F6E920524153}\InProcServer32,REG_EXPAND_SZ,,NT AUTHORITY\SYSTEM,HKEY_LOCAL_MACHINE\Software\Classes\CLSID\{D707877E-4D9C-11d2-8784-F6E920524153}\InProcServer32\,%SystemRoot%\system32\netplwiz.dll
NB788FJD,Classes\CLSID\{0cbb5034-f2b2-4b38-8cbc-895cec57db03}\InProcServer32,REG_EXPAND_SZ,,NT AUTHORITY\SYSTEM,HKEY_LOCAL_MACHINE\Software\Classes\CLSID\{0cbb5034-f2b2-4b38-8cbc-895cec57db03}\InProcServer32\,%SystemRoot%\system32\wlanpref.dll
NB788FJD,Classes\CLSID\{00eebf57-477d-4084-9921-7ab3c2c9459d}\InProcServer32,REG_EXPAND_SZ,,NT AUTHORITY\SYSTEM,HKEY_LOCAL_MACHINE\Software\Classes\CLSID\{00eebf57-477d-4084-9921-7ab3c2c9459d}\InProcServer32\,%SystemRoot%\system32\shell32.dll
NB788FJD,Wow6432Node\Classes\CLSID\{A8792A31-F385-493C-A893-40F64EB45F6E}\InProcServer32,REG_SZ,,NT AUTHORITY\SYSTEM,HKEY_LOCAL_MACHINE\Software\Wow6432Node\Classes\CLSID\{A8792A31-F385-493C-A893-40F64EB45F6E}\InProcServer32\,C:\Windows\SysWOW64\PortableDeviceApi.dll
NB788FJD,Classes\CLSID\{05376005-47A0-4BDA-8B5F-7EB84D50CFEF}\InProcServer32,REG_EXPAND_SZ,,NT AUTHORITY\SYSTEM,HKEY_LOCAL_MACHINE\Software\Classes\CLSID\{05376005-47A0-4BDA-8B5F-7EB84D50CFEF}\InProcServer32\,%SystemRoot%\ehome\CreateDisc\SBEServerPS.dll
NB788FJD,Classes\CLSID\{6B56A227-7150-4A1F-A114-C959EB8F8C24}\InProcServer32,REG_EXPAND_SZ,,NT AUTHORITY\SYSTEM,HKEY_LOCAL_MACHINE\Software\Classes\CLSID\{6B56A227-7150-4A1F-A114-C959EB8F8C24}\InProcServer32\,%SystemRoot%\System32\appmgmts.dll
NB788FJD,Wow6432Node\Microsoft\Windows NT\CurrentVersion\Winlogon\,REG_SZ,Shell,NT AUTHORITY\SYSTEM,HKEY_LOCAL_MACHINE\Software\Wow6432Node\Microsoft\Windows NT\CurrentVersion\Winlogon\Shell,explorer.exe
NB788FJD,Classes\CLSID\{D9BB4CEE-B87A-47F1-AC92-B08D9C7813FC}\InProcServer32,REG_SZ,,NT AUTHORITY\SYSTEM,HKEY_LOCAL_MACHINE\Software\Classes\CLSID\{D9BB4CEE-B87A-47F1-AC92-B08D9C7813FC}\InProcServer32\,C:\Windows\System32\msvidctl.dll
NB788FJD,Classes\CLSID\{8b20cd60-0f29-11cf-abc4-02608c9e7553}\InProcServer32,REG_EXPAND_SZ,,NT AUTHORITY\SYSTEM,HKEY_LOCAL_MACHINE\Software\Classes\CLSID\{8b20cd60-0f29-11cf-abc4-02608c9e7553}\InProcServer32\,%SystemRoot%\system32\adsnt.dll
NB788FJD,Classes\CLSID\{080d0d78-f421-11d0-a36e-00c04fb950dc}\InProcServer32,REG_EXPAND_SZ,,NT AUTHORITY\SYSTEM,HKEY_LOCAL_MACHINE\Software\Classes\CLSID\{080d0d78-f421-11d0-a36e-00c04fb950dc}\InProcServer32\,%SystemRoot%\system32\activeds.dll
NB788FJD,Classes\CLSID\{0245858B-948D-4f36-A574-1A71EF5111CB}\InProcServer32,REG_EXPAND_SZ,,NT AUTHORITY\SYSTEM,HKEY_LOCAL_MACHINE\Software\Classes\CLSID\{0245858B-948D-4f36-A574-1A71EF5111CB}\InProcServer32\,%SystemRoot%\System32\fvecpl.dll
NB788FJD,Classes\CLSID\{AE054212-3535-4430-83ED-D501AA6680E6}\InProcServer32,REG_EXPAND_SZ,,NT AUTHORITY\SYSTEM,HKEY_LOCAL_MACHINE\Software\Classes\CLSID\{AE054212-3535-4430-83ED-D501AA6680E6}\InProcServer32\,%SystemRoot%\system32\explorerframe.dll
NB788FJD,Microsoft\Windows NT\CurrentVersion\Image File Execution Options\DllNXOptions\,REG_DWORD,mso.dll,NT AUTHORITY\SYSTEM,HKEY_LOCAL_MACHINE\Software\Microsoft\Windows NT\CurrentVersion\Image File Execution Options\DllNXOptions\mso.dll,1
NB788FJD,CurrentControlSet\Services\clr_optimization_v2.0.50727_32\,REG_EXPAND_SZ,ImagePath,NT AUTHORITY\SYSTEM,HKEY_LOCAL_MACHINE\SYSTEM\CurrentControlSet\Services\clr_optimization_v2.0.50727_32\ImagePath,%systemroot%\Microsoft.NET\Framework\v2.0.50727\mscorsvw.exe
NB788FJD,Classes\CLSID\{7B5A12E8-0C60-4939-A046-11CF879B19FB}\InProcServer32,REG_EXPAND_SZ,,NT AUTHORITY\SYSTEM,HKEY_LOCAL_MACHINE\Software\Classes\CLSID\{7B5A12E8-0C60-4939-A046-11CF879B19FB}\InProcServer32\,%SystemRoot%\System32\wlandlg.dll
