hostname,keypath,type,valuename,username,path,text
WW0000FVL,CurrentControlSet\Services\vmicguestinterface\Parameters\,REG_EXPAND_SZ,ServiceDll,NT AUTHORITY\SYSTEM,HKEY_LOCAL_MACHINE\SYSTEM\CurrentControlSet\Services\vmicguestinterface\Parameters\ServiceDll,%SystemRoot%\System32\ICSvc.dll
WW0000FVL,Classes\CLSID\{E018945B-AA86-4008-9BD4-6777A1E40C11}\InProcServer32,REG_EXPAND_SZ,,NT AUTHORITY\SYSTEM,HKEY_LOCAL_MACHINE\Software\Classes\CLSID\{E018945B-AA86-4008-9BD4-6777A1E40C11}\InProcServer32\,%SystemRoot%\system32\windowscodecs.dll
WW0000FVL,Classes\CLSID\{76A64158-CB41-11D1-8B02-00600806D9B6}\InProcServer32,REG_EXPAND_SZ,,NT AUTHORITY\SYSTEM,HKEY_LOCAL_MACHINE\Software\Classes\CLSID\{76A64158-CB41-11D1-8B02-00600806D9B6}\InProcServer32\,%SystemRoot%\system32\wbem\wbemdisp.dll
WW0000FVL,Classes\CLSID\{0C7EFBDE-0303-4c6f-A4F7-31FA2BE5E397}\InProcServer32,REG_SZ,,NT AUTHORITY\SYSTEM,HKEY_LOCAL_MACHINE\Software\Classes\CLSID\{0C7EFBDE-0303-4c6f-A4F7-31FA2BE5E397}\InProcServer32\,C:\Windows\System32\Dxtmsft.dll
WW0000FVL,Classes\CLSID\{18277AB8-9922-4D26-A4F5-1D10069D106A}\InProcServer32,REG_EXPAND_SZ,,NT AUTHORITY\SYSTEM,HKEY_LOCAL_MACHINE\Software\Classes\CLSID\{18277AB8-9922-4D26-A4F5-1D10069D106A}\InProcServer32\,%SystemRoot%\system32\twinui.dll
WW0000FVL,Classes\CLSID\{EDB9987A-FFF5-4bd2-8B05-2865F3EC621D}\InProcServer32,REG_EXPAND_SZ,,NT AUTHORITY\SYSTEM,HKEY_LOCAL_MACHINE\Software\Classes\CLSID\{EDB9987A-FFF5-4bd2-8B05-2865F3EC621D}\InProcServer32\,%SystemRoot%\system32\authui.dll
WW0000FVL,Classes\CLSID\{ecabafc7-7f19-11d2-978e-0000f8757e2a}\InProcServer32,REG_SZ,,NT AUTHORITY\SYSTEM,HKEY_LOCAL_MACHINE\Software\Classes\CLSID\{ecabafc7-7f19-11d2-978e-0000f8757e2a}\InProcServer32\,C:\Windows\System32\comsvcs.dll
WW0000FVL,Classes\CLSID\{6DC3804B-7212-458D-ADB0-9A07E2AE1FA2}\InProcServer32,REG_EXPAND_SZ,,NT AUTHORITY\SYSTEM,HKEY_LOCAL_MACHINE\Software\Classes\CLSID\{6DC3804B-7212-458D-ADB0-9A07E2AE1FA2}\InProcServer32\,%SystemRoot%\System32\GPEdit.dll
WW0000FVL,Classes\CLSID\{C03E8584-781E-49a1-8190-CE902D0B2CE7}\InProcServer32,REG_EXPAND_SZ,,NT AUTHORITY\SYSTEM,HKEY_LOCAL_MACHINE\Software\Classes\CLSID\{C03E8584-781E-49a1-8190-CE902D0B2CE7}\InProcServer32\,%SystemRoot%\system32\xwizards.dll
WW0000FVL,Classes\CLSID\{1E651CC0-B199-11D0-8212-00C04FC32C45}\InProcServer32,REG_SZ,,NT AUTHORITY\SYSTEM,HKEY_LOCAL_MACHINE\Software\Classes\CLSID\{1E651CC0-B199-11D0-8212-00C04FC32C45}\InProcServer32\,C:\Windows\System32\quartz.dll
WW0000FVL,Classes\CLSID\{8856F961-340A-11D0-A96B-00C04FD705A2}\InProcServer32,REG_SZ,,NT AUTHORITY\SYSTEM,HKEY_LOCAL_MACHINE\Software\Classes\CLSID\{8856F961-340A-11D0-A96B-00C04FD705A2}\InProcServer32\,C:\Windows\System32\ieframe.dll
WW0000FVL,Classes\CLSID\{5ef4af3a-f726-11d0-b8a2-00c04fc309a4}\InProcServer32,REG_EXPAND_SZ,,NT AUTHORITY\SYSTEM,HKEY_LOCAL_MACHINE\Software\Classes\CLSID\{5ef4af3a-f726-11d0-b8a2-00c04fc309a4}\InProcServer32\,%SystemRoot%\system32\shell32.dll
WW0000FVL,Classes\CLSID\{B7BBD408-F09C-4aa8-B65E-A00B8FE0F0B9}\InProcServer32,REG_EXPAND_SZ,,NT AUTHORITY\SYSTEM,HKEY_LOCAL_MACHINE\Software\Classes\CLSID\{B7BBD408-F09C-4aa8-B65E-A00B8FE0F0B9}\InProcServer32\,%SystemRoot%\system32\themeui.dll
WW0000FVL,Classes\CLSID\{aef771da-f489-423e-bb0f-634ba8b0c56d}\InProcServer32,REG_SZ,,NT AUTHORITY\SYSTEM,HKEY_LOCAL_MACHINE\Software\Classes\CLSID\{aef771da-f489-423e-bb0f-634ba8b0c56d}\InProcServer32\,C:\Windows\System32\wuapi.dll
WW0000FVL,Classes\CLSID\{81BD8EE8-F713-36A5-B7D5-9E92ACB4A18A}\InProcServer32,REG_SZ,,NT AUTHORITY\SYSTEM,HKEY_LOCAL_MACHINE\Software\Classes\CLSID\{81BD8EE8-F713-36A5-B7D5-9E92ACB4A18A}\InProcServer32\,C:\Windows\System32\mscoree.dll
WW0000FVL,CurrentControlSet\Services\AFD\,REG_EXPAND_SZ,ImagePath,NT AUTHORITY\SYSTEM,HKEY_LOCAL_MACHINE\SYSTEM\CurrentControlSet\Services\AFD\ImagePath,\SystemRoot\system32\drivers\afd.sys
WW0000FVL,Classes\CLSID\{98af66e4-aa41-4226-b80f-0b1a8f34eeb4}\InProcServer32,REG_SZ,,NT AUTHORITY\SYSTEM,HKEY_LOCAL_MACHINE\Software\Classes\CLSID\{98af66e4-aa41-4226-b80f-0b1a8f34eeb4}\InProcServer32\,C:\Windows\System32\dfshim.dll
WW0000FVL,Classes\CLSID\{726BBDF4-6C6D-30F4-B3A0-F14D6AEC08C7}\InProcServer32,REG_SZ,,NT AUTHORITY\SYSTEM,HKEY_LOCAL_MACHINE\Software\Classes\CLSID\{726BBDF4-6C6D-30F4-B3A0-F14D6AEC08C7}\InProcServer32\,C:\Windows\System32\mscoree.dll
WW0000FVL,Microsoft\Windows\CurrentVersion\Policies\Explorer\,REG_DWORD,ShowSuperHidden,NT AUTHORITY\SYSTEM,HKEY_LOCAL_MACHINE\Software\Microsoft\Windows\CurrentVersion\Policies\Explorer\ShowSuperHidden,1
WW0000FVL,Classes\CLSID\{6E65CBC6-926D-11D0-8E27-00C04FC99DCF}\InProcServer32,REG_SZ,,NT AUTHORITY\SYSTEM,HKEY_LOCAL_MACHINE\Software\Classes\CLSID\{6E65CBC6-926D-11D0-8E27-00C04FC99DCF}\InProcServer32\,C:\Windows\System32\rascfg.dll
WW0000FVL,Classes\CLSID\{E4206432-01A1-4BEE-B3E1-3702C8EDC574}\InProcServer32,REG_SZ,,NT AUTHORITY\SYSTEM,HKEY_LOCAL_MACHINE\Software\Classes\CLSID\{E4206432-01A1-4BEE-B3E1-3702C8EDC574}\InProcServer32\,C:\Windows\System32\quartz.dll
WW0000FVL,Microsoft\Windows NT\CurrentVersion\Image File Execution Options\DllNXOptions\,REG_DWORD,javai.dll,NT AUTHORITY\SYSTEM,HKEY_LOCAL_MACHINE\Software\Microsoft\Windows NT\CurrentVersion\Image File Execution Options\DllNXOptions\javai.dll,1
WW0000FVL,Wow6432Node\Classes\CLSID\{018f2d58-f16d-448a-bd87-225c8c5d5c94}\InProcServer32,REG_SZ,,NT AUTHORITY\SYSTEM,HKEY_LOCAL_MACHINE\Software\Wow6432Node\Classes\CLSID\{018f2d58-f16d-448a-bd87-225c8c5d5c94}\InProcServer32\,C:\Windows\SysWOW64\Windows.UI.Immersive.dll
WW0000FVL,Classes\CLSID\{e755468c-02f5-4d96-8487-3be68ffe633a}\InProcServer32,REG_EXPAND_SZ,,NT AUTHORITY\SYSTEM,HKEY_LOCAL_MACHINE\Software\Classes\CLSID\{e755468c-02f5-4d96-8487-3be68ffe633a}\InProcServer32\,%SystemRoot%\System32\shpafact.dll
WW0000FVL,Classes\CLSID\{B15B8DC0-C7E1-11d0-8680-00AA00BDCB71}\InProcServer32,REG_SZ,,NT AUTHORITY\SYSTEM,HKEY_LOCAL_MACHINE\Software\Classes\CLSID\{B15B8DC0-C7E1-11d0-8680-00AA00BDCB71}\InProcServer32\,C:\Windows\System32\urlmon.dll
WW0000FVL,Classes\CLSID\{C2566514-DD44-4c6c-AAAD-FBD2F18D8DEE}\InProcServer32,REG_EXPAND_SZ,,NT AUTHORITY\SYSTEM,HKEY_LOCAL_MACHINE\Software\Classes\CLSID\{C2566514-DD44-4c6c-AAAD-FBD2F18D8DEE}\InProcServer32\,%SystemRoot%\system32\propsys.dll
WW0000FVL,Classes\CLSID\{5D43F9BA-EE77-485B-ACFC-4AD067DAF7BD}\InProcServer32,REG_SZ,,NT AUTHORITY\SYSTEM,HKEY_LOCAL_MACHINE\Software\Classes\CLSID\{5D43F9BA-EE77-485B-ACFC-4AD067DAF7BD}\InProcServer32\,C:\Windows\System32\InputMethod\Shared\JpnKorRoaming.DLL
WW0000FVL,Classes\CLSID\{A8159420-398E-4471-9521-A84B0BF2BE54}\InProcServer32,REG_SZ,,NT AUTHORITY\SYSTEM,HKEY_LOCAL_MACHINE\Software\Classes\CLSID\{A8159420-398E-4471-9521-A84B0BF2BE54}\InProcServer32\,C:\Windows\System32\Dsui.dll
WW0000FVL,Classes\CLSID\{352EC2B7-8B9A-11D1-B8AE-006008059382}\InProcServer32,REG_EXPAND_SZ,,NT AUTHORITY\SYSTEM,HKEY_LOCAL_MACHINE\Software\Classes\CLSID\{352EC2B7-8B9A-11D1-B8AE-006008059382}\InProcServer32\,%SystemRoot%\System32\appwiz.cpl
WW0000FVL,Classes\CLSID\{64AB4BB7-111E-11d1-8F79-00C04FC2FBE1}\InProcServer32,REG_SZ,,NT AUTHORITY\SYSTEM,HKEY_LOCAL_MACHINE\Software\Classes\CLSID\{64AB4BB7-111E-11d1-8F79-00C04FC2FBE1}\InProcServer32\,C:\Windows\System32\ieframe.dll
WW0000FVL,Wow6432Node\Classes\CLSID\{02C35120-4924-46EB-BC2B-5FB0DB060948}\InProcServer32,REG_SZ,,NT AUTHORITY\SYSTEM,HKEY_LOCAL_MACHINE\Software\Wow6432Node\Classes\CLSID\{02C35120-4924-46EB-BC2B-5FB0DB060948}\InProcServer32\,C:\Windows\SysWOW64\IME\SHARED\imedicapiccps.dll
WW0000FVL,Classes\CLSID\{8D36569B-14D6-3C3D-B55C-9D02A45BFC3D}\InProcServer32,REG_SZ,,NT AUTHORITY\SYSTEM,HKEY_LOCAL_MACHINE\Software\Classes\CLSID\{8D36569B-14D6-3C3D-B55C-9D02A45BFC3D}\InProcServer32\,C:\Windows\System32\mscoree.dll
WW0000FVL,CurrentControlSet\Services\Spooler\,REG_EXPAND_SZ,ImagePath,NT AUTHORITY\SYSTEM,HKEY_LOCAL_MACHINE\SYSTEM\CurrentControlSet\Services\Spooler\ImagePath,%SystemRoot%\System32\spoolsv.exe
WW0000FVL,Classes\CLSID\{C0DCC3A6-BE26-4bad-9833-61DFACE1A8DB}\InProcServer32,REG_EXPAND_SZ,,NT AUTHORITY\SYSTEM,HKEY_LOCAL_MACHINE\Software\Classes\CLSID\{C0DCC3A6-BE26-4bad-9833-61DFACE1A8DB}\InProcServer32\,%SystemRoot%\system32\netcenter.dll
WW0000FVL,Classes\CLSID\{58141F2A-7598-4B93-9D77-4ADF00E044B8}\InProcServer32,REG_EXPAND_SZ,,NT AUTHORITY\SYSTEM,HKEY_LOCAL_MACHINE\Software\Classes\CLSID\{58141F2A-7598-4B93-9D77-4ADF00E044B8}\InProcServer32\,%SystemRoot%\system32\twinui.dll
WW0000FVL,Classes\CLSID\{7C48D08B-0DA5-4BA4-9C6E-4BB65DEB2005}\InProcServer32,REG_EXPAND_SZ,,NT AUTHORITY\SYSTEM,HKEY_LOCAL_MACHINE\Software\Classes\CLSID\{7C48D08B-0DA5-4BA4-9C6E-4BB65DEB2005}\InProcServer32\,%SystemRoot%\System32\twinui.dll
WW0000FVL,Classes\CLSID\{f60163ce-2b8d-458d-ab2c-40f215767514}\InProcServer32,REG_EXPAND_SZ,,NT AUTHORITY\SYSTEM,HKEY_LOCAL_MACHINE\Software\Classes\CLSID\{f60163ce-2b8d-458d-ab2c-40f215767514}\InProcServer32\,%SystemRoot%\system32\SearchFolder.dll
WW0000FVL,CurrentControlSet\Services\gencounter\,REG_EXPAND_SZ,ImagePath,NT AUTHORITY\SYSTEM,HKEY_LOCAL_MACHINE\SYSTEM\CurrentControlSet\Services\gencounter\ImagePath,\SystemRoot\System32\drivers\vmgencounter.sys
WW0000FVL,CurrentControlSet\Services\vmickvpexchange\Parameters\,REG_EXPAND_SZ,ServiceDll,NT AUTHORITY\SYSTEM,HKEY_LOCAL_MACHINE\SYSTEM\CurrentControlSet\Services\vmickvpexchange\Parameters\ServiceDll,%SystemRoot%\System32\ICSvc.dll
WW0000FVL,Classes\CLSID\{CA0AC604-8EF2-448A-AE97-62A2C2CC3C46}\InProcServer32,REG_EXPAND_SZ,,NT AUTHORITY\SYSTEM,HKEY_LOCAL_MACHINE\Software\Classes\CLSID\{CA0AC604-8EF2-448A-AE97-62A2C2CC3C46}\InProcServer32\,%SystemRoot%\System32\Speech\Common\sapi.dll
WW0000FVL,Classes\CLSID\{B5607793-24AC-44c7-82E2-831726AA6CB7}\InProcServer32,REG_EXPAND_SZ,,NT AUTHORITY\SYSTEM,HKEY_LOCAL_MACHINE\Software\Classes\CLSID\{B5607793-24AC-44c7-82E2-831726AA6CB7}\InProcServer32\,%SystemRoot%\system32\shell32.dll
WW0000FVL,Classes\CLSID\{ecabafab-7f19-11d2-978e-0000f8757e2a}\InProcServer32,REG_SZ,,NT AUTHORITY\SYSTEM,HKEY_LOCAL_MACHINE\Software\Classes\CLSID\{ecabafab-7f19-11d2-978e-0000f8757e2a}\InProcServer32\,C:\Windows\System32\comsvcs.dll
WW0000FVL,Classes\CLSID\{ecabafaa-7f19-11d2-978e-0000f8757e2a}\InProcServer32,REG_SZ,,NT AUTHORITY\SYSTEM,HKEY_LOCAL_MACHINE\Software\Classes\CLSID\{ecabafaa-7f19-11d2-978e-0000f8757e2a}\InProcServer32\,C:\Windows\System32\comsvcs.dll
WW0000FVL,Classes\CLSID\{418AFB70-F8B8-11CE-AAC6-0020AF0B99A3}\InProcServer32,REG_SZ,,NT AUTHORITY\SYSTEM,HKEY_LOCAL_MACHINE\Software\Classes\CLSID\{418AFB70-F8B8-11CE-AAC6-0020AF0B99A3}\InProcServer32\,C:\Windows\System32\quartz.dll
WW0000FVL,Classes\CLSID\{8FC0B734-A0E1-11D1-A7D3-0000F87571E3}\InProcServer32,REG_EXPAND_SZ,,NT AUTHORITY\SYSTEM,HKEY_LOCAL_MACHINE\Software\Classes\CLSID\{8FC0B734-A0E1-11D1-A7D3-0000F87571E3}\InProcServer32\,%SystemRoot%\System32\GPEdit.dll
WW0000FVL,Classes\CLSID\{80c68d96-366b-11dc-9eaa-00161718cf63}\InProcServer32,REG_EXPAND_SZ,,NT AUTHORITY\SYSTEM,HKEY_LOCAL_MACHINE\Software\Classes\CLSID\{80c68d96-366b-11dc-9eaa-00161718cf63}\InProcServer32\,%SystemRoot%\system32\shell32.dll
WW0000FVL,Classes\CLSID\{5d7222bc-b407-410b-b440-080f8172ca09}\InProcServer32,REG_SZ,,NT AUTHORITY\SYSTEM,HKEY_LOCAL_MACHINE\Software\Classes\CLSID\{5d7222bc-b407-410b-b440-080f8172ca09}\InProcServer32\,C:\Windows\System32\vaultcli.dll
WW0000FVL,Classes\CLSID\{06A03425-C9EB-11d2-8CAA-0080C739E3E0}\InProcServer32,REG_EXPAND_SZ,,NT AUTHORITY\SYSTEM,HKEY_LOCAL_MACHINE\Software\Classes\CLSID\{06A03425-C9EB-11d2-8CAA-0080C739E3E0}\InProcServer32\,%SystemRoot%\system32\mmcshext.dll
WW0000FVL,Classes\CLSID\{A38E6420-19EC-490c-B4BF-51673C360213}\InProcServer32,REG_EXPAND_SZ,,NT AUTHORITY\SYSTEM,HKEY_LOCAL_MACHINE\Software\Classes\CLSID\{A38E6420-19EC-490c-B4BF-51673C360213}\InProcServer32\,%SystemRoot%\system32\explorerframe.dll
WW0000FVL,Classes\CLSID\{D1FE6762-FC48-11D0-883A-3C8B00C10000}\InProcServer32,REG_SZ,,NT AUTHORITY\SYSTEM,HKEY_LOCAL_MACHINE\Software\Classes\CLSID\{D1FE6762-FC48-11D0-883A-3C8B00C10000}\InProcServer32\,C:\Windows\System32\Dxtrans.dll
WW0000FVL,Classes\CLSID\{7007ACC1-3202-11D1-AAD2-00805FC1270E}\InProcServer32,REG_EXPAND_SZ,,NT AUTHORITY\SYSTEM,HKEY_LOCAL_MACHINE\Software\Classes\CLSID\{7007ACC1-3202-11D1-AAD2-00805FC1270E}\InProcServer32\,%SystemRoot%\System32\netshell.dll
WW0000FVL,Classes\CLSID\{44C76ECD-F7FA-411c-9929-1B77BA77F524}\InProcServer32,REG_SZ,,NT AUTHORITY\SYSTEM,HKEY_LOCAL_MACHINE\Software\Classes\CLSID\{44C76ECD-F7FA-411c-9929-1B77BA77F524}\InProcServer32\,C:\Windows\System32\ieframe.dll
WW0000FVL,Classes\CLSID\{af13dff0-e40f-4e6b-b4cd-009b81be6f6d}\InProcServer32,REG_SZ,,NT AUTHORITY\SYSTEM,HKEY_LOCAL_MACHINE\Software\Classes\CLSID\{af13dff0-e40f-4e6b-b4cd-009b81be6f6d}\InProcServer32\,C:\Windows\System32\IME\IMEJP\imjppred.dll
WW0000FVL,Classes\CLSID\{55B400DA-2B36-443e-9774-B8C2DAE12FFC}\InProcServer32,REG_EXPAND_SZ,,NT AUTHORITY\SYSTEM,HKEY_LOCAL_MACHINE\Software\Classes\CLSID\{55B400DA-2B36-443e-9774-B8C2DAE12FFC}\InProcServer32\,%SystemRoot%\system32\twinui.dll
WW0000FVL,Classes\CLSID\{ecabb0aa-7f19-11d2-978e-0000f8757e2a}\InProcServer32,REG_SZ,,NT AUTHORITY\SYSTEM,HKEY_LOCAL_MACHINE\Software\Classes\CLSID\{ecabb0aa-7f19-11d2-978e-0000f8757e2a}\InProcServer32\,C:\Windows\System32\comsvcs.dll
WW0000FVL,Classes\CLSID\{24DF3111-8474-4955-AA18-F6750BAD2A2B}\InProcServer32,REG_EXPAND_SZ,,NT AUTHORITY\SYSTEM,HKEY_LOCAL_MACHINE\Software\Classes\CLSID\{24DF3111-8474-4955-AA18-F6750BAD2A2B}\InProcServer32\,%SystemRoot%\System32\DeviceSetupManagerAPI.dll
WW0000FVL,Classes\CLSID\{3124C396-FB13-4836-A6AD-1317F1713688}\InProcServer32,REG_EXPAND_SZ,,NT AUTHORITY\SYSTEM,HKEY_LOCAL_MACHINE\Software\Classes\CLSID\{3124C396-FB13-4836-A6AD-1317F1713688}\InProcServer32\,%SystemRoot%\System32\msxml3.dll
WW0000FVL,Classes\CLSID\{C6E13343-30AC-11D0-A18C-00A0C9118956}\InProcServer32,REG_SZ,,NT AUTHORITY\SYSTEM,HKEY_LOCAL_MACHINE\Software\Classes\CLSID\{C6E13343-30AC-11D0-A18C-00A0C9118956}\InProcServer32\,C:\Windows\System32\kswdmcap.ax
WW0000FVL,Classes\CLSID\{7071EC07-663B-4bc1-A1FA-B97F3B917C55}\InProcServer32,REG_EXPAND_SZ,,NT AUTHORITY\SYSTEM,HKEY_LOCAL_MACHINE\Software\Classes\CLSID\{7071EC07-663B-4bc1-A1FA-B97F3B917C55}\InProcServer32\,%SystemRoot%\system32\connect.dll
WW0000FVL,Classes\CLSID\{FE62FDE5-E0D8-4118-9FA3-45D31A5AEA0F}\InProcServer32,REG_EXPAND_SZ,,NT AUTHORITY\SYSTEM,HKEY_LOCAL_MACHINE\Software\Classes\CLSID\{FE62FDE5-E0D8-4118-9FA3-45D31A5AEA0F}\InProcServer32\,%SystemRoot%\System32\oobe\msoobedui.dll
WW0000FVL,CurrentControlSet\Services\Ndisuio\,REG_EXPAND_SZ,ImagePath,NT AUTHORITY\SYSTEM,HKEY_LOCAL_MACHINE\SYSTEM\CurrentControlSet\Services\Ndisuio\ImagePath,\SystemRoot\system32\DRIVERS\ndisuio.sys
WW0000FVL,Classes\CLSID\{69D76D1B-B12E-4913-8F48-671B90195A2B}\InProcServer32,REG_EXPAND_SZ,,NT AUTHORITY\SYSTEM,HKEY_LOCAL_MACHINE\Software\Classes\CLSID\{69D76D1B-B12E-4913-8F48-671B90195A2B}\InProcServer32\,%SystemRoot%\system32\wbem\policman.dll
WW0000FVL,Classes\CLSID\{BC94D813-4D7F-11d2-A8C9-00AA00A71DCA}\InProcServer32,REG_EXPAND_SZ,,NT AUTHORITY\SYSTEM,HKEY_LOCAL_MACHINE\Software\Classes\CLSID\{BC94D813-4D7F-11d2-A8C9-00AA00A71DCA}\InProcServer32\,%SystemRoot%\system32\iassdo.dll
WW0000FVL,Classes\CLSID\{6BC0989A-0CE6-11D1-BAAE-00C04FC2E20D}\InProcServer32,REG_EXPAND_SZ,,NT AUTHORITY\SYSTEM,HKEY_LOCAL_MACHINE\Software\Classes\CLSID\{6BC0989A-0CE6-11D1-BAAE-00C04FC2E20D}\InProcServer32\,%SystemRoot%\system32\iassam.dll
WW0000FVL,Classes\CLSID\{5C3E6CE8-B218-3762-883C-91BC987CDC2D}\InProcServer32,REG_SZ,,NT AUTHORITY\SYSTEM,HKEY_LOCAL_MACHINE\Software\Classes\CLSID\{5C3E6CE8-B218-3762-883C-91BC987CDC2D}\InProcServer32\,C:\Windows\System32\mscoree.dll
WW0000FVL,Classes\CLSID\{92E76A74-2622-3AA9-A3CA-1AE8BD7BC4A8}\InProcServer32,REG_SZ,,NT AUTHORITY\SYSTEM,HKEY_LOCAL_MACHINE\Software\Classes\CLSID\{92E76A74-2622-3AA9-A3CA-1AE8BD7BC4A8}\InProcServer32\,C:\Windows\System32\mscoree.dll
WW0000FVL,Classes\CLSID\{D0A6D872-3655-4E58-832B-3C7095672B40}\InProcServer32,REG_SZ,,NT AUTHORITY\SYSTEM,HKEY_LOCAL_MACHINE\Software\Classes\CLSID\{D0A6D872-3655-4E58-832B-3C7095672B40}\InProcServer32\,C:\Windows\System32\rdprelaytransport.dll
WW0000FVL,Classes\CLSID\{D4692569-5A04-351D-8BA7-5F43AB458DF6}\InProcServer32,REG_SZ,,NT AUTHORITY\SYSTEM,HKEY_LOCAL_MACHINE\Software\Classes\CLSID\{D4692569-5A04-351D-8BA7-5F43AB458DF6}\InProcServer32\,C:\Windows\System32\mscoree.dll
WW0000FVL,Classes\CLSID\{86422020-42A0-1069-A2E5-08002B30309D}\InProcServer32,REG_EXPAND_SZ,,NT AUTHORITY\SYSTEM,HKEY_LOCAL_MACHINE\Software\Classes\CLSID\{86422020-42A0-1069-A2E5-08002B30309D}\InProcServer32\,%SystemRoot%\system32\shell32.dll
WW0000FVL,Classes\CLSID\{CD000010-8B95-11D1-82DB-00C04FB1625D}\InProcServer32,REG_SZ,,NT AUTHORITY\SYSTEM,HKEY_LOCAL_MACHINE\Software\Classes\CLSID\{CD000010-8B95-11D1-82DB-00C04FB1625D}\InProcServer32\,C:\Windows\System32\cdosys.dll
WW0000FVL,Classes\CLSID\{85074451-173D-4091-8648-C0E196BB363E}\InProcServer32,REG_SZ,,NT AUTHORITY\SYSTEM,HKEY_LOCAL_MACHINE\Software\Classes\CLSID\{85074451-173D-4091-8648-C0E196BB363E}\InProcServer32\,C:\Windows\System32\wuapi.dll
WW0000FVL,Classes\CLSID\{600f8139-d614-4700-bf13-b0ccf9818c73}\InProcServer32,REG_SZ,,NT AUTHORITY\SYSTEM,HKEY_LOCAL_MACHINE\Software\Classes\CLSID\{600f8139-d614-4700-bf13-b0ccf9818c73}\InProcServer32\,C:\Windows\System32\Windows.UI.Immersive.dll
WW0000FVL,Classes\CLSID\{CC89BA65-661C-494a-85C0-5D697DFEB30C}\InProcServer32,REG_EXPAND_SZ,,NT AUTHORITY\SYSTEM,HKEY_LOCAL_MACHINE\Software\Classes\CLSID\{CC89BA65-661C-494a-85C0-5D697DFEB30C}\InProcServer32\,%SystemRoot%\system32\shell32.dll
WW0000FVL,Classes\CLSID\{daf95313-e44d-46af-be1b-cbacea2c3065}\InProcServer32,REG_EXPAND_SZ,,NT AUTHORITY\SYSTEM,HKEY_LOCAL_MACHINE\Software\Classes\CLSID\{daf95313-e44d-46af-be1b-cbacea2c3065}\InProcServer32\,%SystemRoot%\system32\SearchFolder.dll
