hostname,keypath,type,valuename,username,path,text
EE0006XXF,Microsoft\Active Setup\Installed Components\{44BBA840-CC51-11CF-AAFA-00AA00B6015C}\,REG_EXPAND_SZ,StubPath,NT AUTHORITY\SYSTEM,HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\Active Setup\Installed Components\{44BBA840-CC51-11CF-AAFA-00AA00B6015C}\StubPath,"""%ProgramFiles%\Windows Mail\WinMail.exe"" OCInstallUserConfigOE"
EE0006XXF,Classes\CLSID\{02805F1E-D5AA-415B-82C5-61C033A988A6}\InProcServer32,REG_EXPAND_SZ,,NT AUTHORITY\SYSTEM,HKEY_LOCAL_MACHINE\Software\Classes\CLSID\{02805F1E-D5AA-415B-82C5-61C033A988A6}\InProcServer32\,%SystemRoot%\system32\windowscodecs.dll
EE0006XXF,Classes\CLSID\{10072CEC-8CC1-11D1-986E-00A0C955B42E}\InProcServer32,REG_SZ,,NT AUTHORITY\SYSTEM,HKEY_LOCAL_MACHINE\Software\Classes\CLSID\{10072CEC-8CC1-11D1-986E-00A0C955B42E}\InProcServer32\,C:\Program Files\Common Files\Microsoft Shared\VGX\vgx.dll
EE0006XXF,Classes\CLSID\{1D6322AD-AA85-4EF5-A828-86D71067D145}\InProcServer32,REG_EXPAND_SZ,,NT AUTHORITY\SYSTEM,HKEY_LOCAL_MACHINE\Software\Classes\CLSID\{1D6322AD-AA85-4EF5-A828-86D71067D145}\InProcServer32\,%SystemRoot%\System32\UIAnimation.dll
EE0006XXF,Classes\CLSID\{022B358F-06B8-4E0D-ADD9-655A8F1E9EDD}\InProcServer32,REG_EXPAND_SZ,,NT AUTHORITY\SYSTEM,HKEY_LOCAL_MACHINE\Software\Classes\CLSID\{022B358F-06B8-4E0D-ADD9-655A8F1E9EDD}\InProcServer32\,%SystemRoot%\System32\NaturalLanguage6.dll
EE0006XXF,Classes\CLSID\{6BC096DE-0CE6-11D1-BAAE-00C04FC2E20D}\InProcServer32,REG_EXPAND_SZ,,NT AUTHORITY\SYSTEM,HKEY_LOCAL_MACHINE\Software\Classes\CLSID\{6BC096DE-0CE6-11D1-BAAE-00C04FC2E20D}\InProcServer32\,%SystemRoot%\system32\iassam.dll
EE0006XXF,Classes\CLSID\{56276483-5c2d-472c-b375-23ce4eb6a4f9}\InProcServer32,REG_EXPAND_SZ,,NT AUTHORITY\SYSTEM,HKEY_LOCAL_MACHINE\Software\Classes\CLSID\{56276483-5c2d-472c-b375-23ce4eb6a4f9}\InProcServer32\,%SystemRoot%\system32\RdpSaPs.dll
EE0006XXF,Classes\CLSID\{6BC098A4-0CE6-11D1-BAAE-00C04FC2E20D}\InProcServer32,REG_EXPAND_SZ,,NT AUTHORITY\SYSTEM,HKEY_LOCAL_MACHINE\Software\Classes\CLSID\{6BC098A4-0CE6-11D1-BAAE-00C04FC2E20D}\InProcServer32\,%SystemRoot%\system32\iasnap.dll
EE0006XXF,Classes\CLSID\{8B3302D7-95F6-4BC5-A06A-0D6DEF15DB69}\InProcServer32,REG_EXPAND_SZ,,NT AUTHORITY\SYSTEM,HKEY_LOCAL_MACHINE\Software\Classes\CLSID\{8B3302D7-95F6-4BC5-A06A-0D6DEF15DB69}\InProcServer32\,%SystemRoot%\System32\NaturalLanguage6.dll
EE0006XXF,Microsoft\Windows NT\CurrentVersion\Image File Execution Options\DllNXOptions\,REG_DWORD,ppw32hlp.dll,NT AUTHORITY\SYSTEM,HKEY_LOCAL_MACHINE\Software\Microsoft\Windows NT\CurrentVersion\Image File Execution Options\DllNXOptions\ppw32hlp.dll,1
EE0006XXF,Classes\CLSID\{B80AB0A0-7416-11D2-9EEB-006008039E37}\InProcServer32,REG_SZ,,NT AUTHORITY\SYSTEM,HKEY_LOCAL_MACHINE\Software\Classes\CLSID\{B80AB0A0-7416-11D2-9EEB-006008039E37}\InProcServer32\,C:\Windows\system32\quartz.dll
EE0006XXF,Classes\CLSID\{CD000009-8B95-11D1-82DB-00C04FB1625D}\InProcServer32,REG_SZ,,NT AUTHORITY\SYSTEM,HKEY_LOCAL_MACHINE\Software\Classes\CLSID\{CD000009-8B95-11D1-82DB-00C04FB1625D}\InProcServer32\,C:\Windows\system32\cdosys.dll
EE0006XXF,Classes\CLSID\{BC29A660-30E3-11D0-9E69-00C04FD7C15B}\InProcServer32,REG_SZ,,NT AUTHORITY\SYSTEM,HKEY_LOCAL_MACHINE\Software\Classes\CLSID\{BC29A660-30E3-11D0-9E69-00C04FD7C15B}\InProcServer32\,C:\Windows\system32\ksproxy.ax
EE0006XXF,Classes\CLSID\{3FF23902-CD1F-11D2-8853-0000F80883E3}\InProcServer32,REG_SZ,,NT AUTHORITY\SYSTEM,HKEY_LOCAL_MACHINE\Software\Classes\CLSID\{3FF23902-CD1F-11D2-8853-0000F80883E3}\InProcServer32\,C:\Windows\system32\qdvd.dll
EE0006XXF,Classes\CLSID\{68DC71DC-2327-4040-8F03-50D6A9805049}\InProcServer32,REG_EXPAND_SZ,,NT AUTHORITY\SYSTEM,HKEY_LOCAL_MACHINE\Software\Classes\CLSID\{68DC71DC-2327-4040-8F03-50D6A9805049}\InProcServer32\,%SystemRoot%\System32\NaturalLanguage6.dll
EE0006XXF,Classes\CLSID\{ffd90217-f7c2-4434-9ee1-6f1b530db20f}\InProcServer32,REG_SZ,,NT AUTHORITY\SYSTEM,HKEY_LOCAL_MACHINE\Software\Classes\CLSID\{ffd90217-f7c2-4434-9ee1-6f1b530db20f}\InProcServer32\,C:\Windows\System32\ieframe.dll
EE0006XXF,Classes\CLSID\{8D4B04E1-1331-11d0-81B8-00C04FD85AB4}\InProcServer32,REG_EXPAND_SZ,,NT AUTHORITY\SYSTEM,HKEY_LOCAL_MACHINE\Software\Classes\CLSID\{8D4B04E1-1331-11d0-81B8-00C04FD85AB4}\InProcServer32\,%SystemRoot%\system32\msoeacct.dll
EE0006XXF,Classes\CLSID\{F3364BA0-65B9-11CE-A9BA-00AA004AE837}\InProcServer32,REG_EXPAND_SZ,,NT AUTHORITY\SYSTEM,HKEY_LOCAL_MACHINE\Software\Classes\CLSID\{F3364BA0-65B9-11CE-A9BA-00AA004AE837}\InProcServer32\,%SystemRoot%\system32\shell32.dll
EE0006XXF,Classes\CLSID\{00C429C0-0BA9-11d2-A484-00C04F8EFB69}\InProcServer32,REG_SZ,,NT AUTHORITY\SYSTEM,HKEY_LOCAL_MACHINE\Software\Classes\CLSID\{00C429C0-0BA9-11d2-A484-00C04F8EFB69}\InProcServer32\,C:\Windows\System32\Dxtmsft.dll
EE0006XXF,Classes\CLSID\{E88DCCE0-B7B3-11d1-A9F0-00AA0060FA31}\InProcServer32,REG_EXPAND_SZ,,NT AUTHORITY\SYSTEM,HKEY_LOCAL_MACHINE\Software\Classes\CLSID\{E88DCCE0-B7B3-11d1-A9F0-00AA0060FA31}\InProcServer32\,%SystemRoot%\system32\zipfldr.dll
EE0006XXF,Classes\CLSID\{34e6abfe-e9f4-4ddf-895a-7350e198f26e}\InProcServer32,REG_SZ,,NT AUTHORITY\SYSTEM,HKEY_LOCAL_MACHINE\Software\Classes\CLSID\{34e6abfe-e9f4-4ddf-895a-7350e198f26e}\InProcServer32\,C:\Windows\System32\msfeeds.dll
EE0006XXF,Classes\CLSID\{782fc20a-81cf-43de-a625-072155bcd30c}\InProcServer32,REG_EXPAND_SZ,,NT AUTHORITY\SYSTEM,HKEY_LOCAL_MACHINE\Software\Classes\CLSID\{782fc20a-81cf-43de-a625-072155bcd30c}\InProcServer32\,%SystemRoot%\system32\xwizards.dll
EE0006XXF,Classes\CLSID\{F9EFBEC2-4302-11D2-952A-00C04FA34F05}\InProcServer32,REG_SZ,,NT AUTHORITY\SYSTEM,HKEY_LOCAL_MACHINE\Software\Classes\CLSID\{F9EFBEC2-4302-11D2-952A-00C04FA34F05}\InProcServer32\,C:\Windows\System32\Dxtmsft.dll
EE0006XXF,Classes\CLSID\{4C69B0B9-E1BE-47E1-96D9-4A2C5C001ED6}\InProcServer32,REG_SZ,,NT AUTHORITY\SYSTEM,HKEY_LOCAL_MACHINE\Software\Classes\CLSID\{4C69B0B9-E1BE-47E1-96D9-4A2C5C001ED6}\InProcServer32\,C:\Windows\System32\ScwServiceExt.dll
EE0006XXF,Classes\CLSID\{8f3080a6-af99-4f2e-a806-f3d5702a0444}\InProcServer32,REG_EXPAND_SZ,,NT AUTHORITY\SYSTEM,HKEY_LOCAL_MACHINE\Software\Classes\CLSID\{8f3080a6-af99-4f2e-a806-f3d5702a0444}\InProcServer32\,%SystemRoot%\System32\shacct.dll
EE0006XXF,Classes\CLSID\{7BD29E01-76C1-11CF-9DD0-00A0C9034933}\InProcServer32,REG_SZ,,NT AUTHORITY\SYSTEM,HKEY_LOCAL_MACHINE\Software\Classes\CLSID\{7BD29E01-76C1-11CF-9DD0-00A0C9034933}\InProcServer32\,C:\Windows\System32\ieframe.dll
EE0006XXF,Classes\CLSID\{7071ECA5-663B-4bc1-A1FA-B97F3B917C55}\InProcServer32,REG_EXPAND_SZ,,NT AUTHORITY\SYSTEM,HKEY_LOCAL_MACHINE\Software\Classes\CLSID\{7071ECA5-663B-4bc1-A1FA-B97F3B917C55}\InProcServer32\,%SystemRoot%\system32\connect.dll
EE0006XXF,Classes\CLSID\{A17DA8D0-F67D-47A0-9EC4-19C486383206}\InProcServer32,REG_SZ,,NT AUTHORITY\SYSTEM,HKEY_LOCAL_MACHINE\Software\Classes\CLSID\{A17DA8D0-F67D-47A0-9EC4-19C486383206}\InProcServer32\,C:\Windows\system32\ipsmsnap.dll
EE0006XXF,Classes\CLSID\{09DBBC77-588F-4517-A485-74A29759F54C}\InProcServer32,REG_SZ,,NT AUTHORITY\SYSTEM,HKEY_LOCAL_MACHINE\Software\Classes\CLSID\{09DBBC77-588F-4517-A485-74A29759F54C}\InProcServer32\,C:\Windows\system32\eapphost.dll
EE0006XXF,Classes\CLSID\{81397204-F51A-4571-8D7B-DC030521AABD}\InProcServer32,REG_SZ,,NT AUTHORITY\SYSTEM,HKEY_LOCAL_MACHINE\Software\Classes\CLSID\{81397204-F51A-4571-8D7B-DC030521AABD}\InProcServer32\,C:\Windows\System32\Dxtrans.dll
EE0006XXF,Classes\CLSID\{C90250F3-4D7D-4991-9B69-A5C5BC1C2AE6}\InProcServer32,REG_SZ,,NT AUTHORITY\SYSTEM,HKEY_LOCAL_MACHINE\Software\Classes\CLSID\{C90250F3-4D7D-4991-9B69-A5C5BC1C2AE6}\InProcServer32\,C:\Windows\system32\actxprxy.dll
EE0006XXF,Classes\CLSID\{DD5CF606-9EA7-49E1-8E82-B789E4443B4F}\InProcServer32,REG_EXPAND_SZ,,NT AUTHORITY\SYSTEM,HKEY_LOCAL_MACHINE\Software\Classes\CLSID\{DD5CF606-9EA7-49E1-8E82-B789E4443B4F}\InProcServer32\,%SystemRoot%\system32\ime\imejp10\Applets\imjpcac.dll
EE0006XXF,Classes\CLSID\{ECE71064-011D-45b7-AEF2-3B626985E937}\InProcServer32,REG_SZ,,NT AUTHORITY\SYSTEM,HKEY_LOCAL_MACHINE\Software\Classes\CLSID\{ECE71064-011D-45b7-AEF2-3B626985E937}\InProcServer32\,C:\Windows\system32\vidcap.ax
EE0006XXF,Classes\CLSID\{E26D02A2-4C1F-11D1-9AA1-00C04FC3357A}\InProcServer32,REG_SZ,,NT AUTHORITY\SYSTEM,HKEY_LOCAL_MACHINE\Software\Classes\CLSID\{E26D02A2-4C1F-11D1-9AA1-00C04FC3357A}\InProcServer32\,C:\Windows\System32\tapisnap.dll
EE0006XXF,Classes\CLSID\{0bf754aa-c967-445c-ab3d-d8fda9bae7ef}\InProcServer32,REG_EXPAND_SZ,,NT AUTHORITY\SYSTEM,HKEY_LOCAL_MACHINE\Software\Classes\CLSID\{0bf754aa-c967-445c-ab3d-d8fda9bae7ef}\InProcServer32\,%SystemRoot%\system32\stobject.dll
EE0006XXF,Classes\CLSID\{3BC4EE9F-1FC1-44DB-81FA-AD94DEC7AF30}\InProcServer32,REG_SZ,,NT AUTHORITY\SYSTEM,HKEY_LOCAL_MACHINE\Software\Classes\CLSID\{3BC4EE9F-1FC1-44DB-81FA-AD94DEC7AF30}\InProcServer32\,C:\Windows\System32\ieapfltr.dll
EE0006XXF,Classes\CLSID\{3dd53d40-7b8b-11D0-b013-00aa0059ce02}\InProcServer32,REG_SZ,,NT AUTHORITY\SYSTEM,HKEY_LOCAL_MACHINE\Software\Classes\CLSID\{3dd53d40-7b8b-11D0-b013-00aa0059ce02}\InProcServer32\,C:\Windows\system32\urlmon.dll
EE0006XXF,Classes\CLSID\{25ab468c-3974-4075-be50-193135461727}\InProcServer32,REG_EXPAND_SZ,,NT AUTHORITY\SYSTEM,HKEY_LOCAL_MACHINE\Software\Classes\CLSID\{25ab468c-3974-4075-be50-193135461727}\InProcServer32\,%SystemRoot%\system32\shell32.dll
EE0006XXF,Wow6432Node\Microsoft\Windows NT\CurrentVersion\Drivers32\,REG_SZ,vidc.iyuv,NT AUTHORITY\SYSTEM,HKEY_LOCAL_MACHINE\Software\Wow6432Node\Microsoft\Windows NT\CurrentVersion\Drivers32\vidc.iyuv,iyuv_32.dll
EE0006XXF,Classes\CLSID\{6B56A227-7150-4A1F-A114-C959EB8F8C24}\InProcServer32,REG_EXPAND_SZ,,NT AUTHORITY\SYSTEM,HKEY_LOCAL_MACHINE\Software\Classes\CLSID\{6B56A227-7150-4A1F-A114-C959EB8F8C24}\InProcServer32\,%SystemRoot%\System32\appmgmts.dll
EE0006XXF,Classes\CLSID\{0BE35204-8F91-11CE-9DE3-00AA004BB851}\InProcServer32,REG_SZ,,NT AUTHORITY\SYSTEM,HKEY_LOCAL_MACHINE\Software\Classes\CLSID\{0BE35204-8F91-11CE-9DE3-00AA004BB851}\InProcServer32\,C:\Windows\system32\oleaut32.dll
EE0006XXF,Classes\CLSID\{14074e0b-7216-4862-96e6-53cada442a56}\InProcServer32,REG_EXPAND_SZ,,NT AUTHORITY\SYSTEM,HKEY_LOCAL_MACHINE\Software\Classes\CLSID\{14074e0b-7216-4862-96e6-53cada442a56}\InProcServer32\,%SystemRoot%\System32\shdocvw.dll
EE0006XXF,Classes\CLSID\{8D26D9AA-5DA8-4b95-949A-B74954A229A6}\InProcServer32,REG_EXPAND_SZ,,NT AUTHORITY\SYSTEM,HKEY_LOCAL_MACHINE\Software\Classes\CLSID\{8D26D9AA-5DA8-4b95-949A-B74954A229A6}\InProcServer32\,%SystemRoot%\System32\shpafact.dll
EE0006XXF,Classes\CLSID\{190BA3F6-0205-4f46-B589-95C6822899D2}\InProcServer32,REG_EXPAND_SZ,,NT AUTHORITY\SYSTEM,HKEY_LOCAL_MACHINE\Software\Classes\CLSID\{190BA3F6-0205-4f46-B589-95C6822899D2}\InProcServer32\,%SystemRoot%\System32\memdiag.dll
EE0006XXF,Classes\CLSID\{776266FF-0DC5-4F45-BADA-39A7586FACE2}\InProcServer32,REG_EXPAND_SZ,,NT AUTHORITY\SYSTEM,HKEY_LOCAL_MACHINE\Software\Classes\CLSID\{776266FF-0DC5-4F45-BADA-39A7586FACE2}\InProcServer32\,%SystemRoot%\System32\NaturalLanguage6.dll
EE0006XXF,CurrentControlSet\Services\nvstor\,REG_EXPAND_SZ,ImagePath,NT AUTHORITY\SYSTEM,HKEY_LOCAL_MACHINE\SYSTEM\CurrentControlSet\Services\nvstor\ImagePath,\SystemRoot\system32\drivers\nvstor.sys
EE0006XXF,Classes\CLSID\{ACA97E00-0C7D-11d2-A484-00C04F8EFB69}\InProcServer32,REG_SZ,,NT AUTHORITY\SYSTEM,HKEY_LOCAL_MACHINE\Software\Classes\CLSID\{ACA97E00-0C7D-11d2-A484-00C04F8EFB69}\InProcServer32\,C:\Windows\System32\Dxtmsft.dll
EE0006XXF,Classes\CLSID\{5f6c1ba8-5330-422e-a368-572b244d3f87}\InProcServer32,REG_SZ,,NT AUTHORITY\SYSTEM,HKEY_LOCAL_MACHINE\Software\Classes\CLSID\{5f6c1ba8-5330-422e-a368-572b244d3f87}\InProcServer32\,C:\Windows\system32\fdproxy.dll
EE0006XXF,Classes\CLSID\{AA558FA2-A340-4a23-B765-614BA827CE1D}\InProcServer32,REG_EXPAND_SZ,,NT AUTHORITY\SYSTEM,HKEY_LOCAL_MACHINE\Software\Classes\CLSID\{AA558FA2-A340-4a23-B765-614BA827CE1D}\InProcServer32\,%SystemRoot%\system32\sppinst.dll
EE0006XXF,CurrentControlSet\Services\AppMgmt\Parameters\,REG_EXPAND_SZ,ServiceDll,NT AUTHORITY\SYSTEM,HKEY_LOCAL_MACHINE\SYSTEM\CurrentControlSet\Services\AppMgmt\Parameters\ServiceDll,%SystemRoot%\System32\appmgmts.dll
EE0006XXF,Classes\CLSID\{48da6741-1bf0-4a44-8325-293086c79077}\InProcServer32,REG_EXPAND_SZ,,NT AUTHORITY\SYSTEM,HKEY_LOCAL_MACHINE\Software\Classes\CLSID\{48da6741-1bf0-4a44-8325-293086c79077}\InProcServer32\,%SystemRoot%\system32\iasdatastore.dll
EE0006XXF,Classes\CLSID\{0F92030A-CBFD-4AB8-A164-FF5985547FF6}\InProcServer32,REG_EXPAND_SZ,,NT AUTHORITY\SYSTEM,HKEY_LOCAL_MACHINE\Software\Classes\CLSID\{0F92030A-CBFD-4AB8-A164-FF5985547FF6}\InProcServer32\,%SystemRoot%\System32\Speech\Common\sapi.dll
EE0006XXF,Classes\CLSID\{0E5CBF21-D15F-11D0-8301-00AA005B4383}\InProcServer32,REG_EXPAND_SZ,,NT AUTHORITY\SYSTEM,HKEY_LOCAL_MACHINE\Software\Classes\CLSID\{0E5CBF21-D15F-11D0-8301-00AA005B4383}\InProcServer32\,%SystemRoot%\system32\shell32.dll
EE0006XXF,Microsoft\Windows\CurrentVersion\Policies\Explorer\,REG_DWORD,NoActiveDesktop,NT AUTHORITY\SYSTEM,HKEY_LOCAL_MACHINE\Software\Microsoft\Windows\CurrentVersion\Policies\Explorer\NoActiveDesktop,1
EE0006XXF,Classes\CLSID\{ceefea1b-3e29-4ef1-b34c-fec79c4f70af}\InProcServer32,REG_EXPAND_SZ,,NT AUTHORITY\SYSTEM,HKEY_LOCAL_MACHINE\Software\Classes\CLSID\{ceefea1b-3e29-4ef1-b34c-fec79c4f70af}\InProcServer32\,%SystemRoot%\System32\appwiz.cpl
EE0006XXF,CurrentControlSet\Services\PerfHost\,REG_EXPAND_SZ,ImagePath,NT AUTHORITY\SYSTEM,HKEY_LOCAL_MACHINE\SYSTEM\CurrentControlSet\Services\PerfHost\ImagePath,%SystemRoot%\SysWow64\perfhost.exe
EE0006XXF,Software\Microsoft\Windows\CurrentVersion\Run\,REG_SZ,OneDriveSetup,NT AUTHORITY\SYSTEM,HKEY_USERS\S-1-5-20\Software\Microsoft\Windows\CurrentVersion\Run\OneDriveSetup,C:\Windows\SysWOW64\OneDriveSetup.exe /thfirstsetup
